t (s), a, T (GK), Tnu (GK), photons, baryons, neutrinos, phi (GeV^4), Y(n), Y(p), Y(2H), Y(4He), Y(7Li), eta
5.00749e-01,1.72568e-10,1.25203e+01,1.24753e+01,8.91577e-13,4.70766e-19,2.34229e-12,0.00000e+00,2.67292e-01,7.32708e-01,8.06151e-13,6.97128e-29,1.00000e-30,1.65199e-09
5.13594e-01,1.74294e-10,1.23970e+01,1.23512e+01,8.56965e-13,4.56853e-19,2.25050e-12,0.00000e+00,2.66019e-01,7.33981e-01,8.08025e-13,8.59099e-29,1.00000e-30,1.65149e-09
5.26699e-01,1.76037e-10,1.22749e+01,1.22284e+01,8.23697e-13,4.43348e-19,2.16228e-12,0.00000e+00,2.64752e-01,7.35248e-01,8.10054e-13,1.06140e-28,1.00000e-30,1.65097e-09
5.40072e-01,1.77798e-10,1.21540e+01,1.21067e+01,7.91721e-13,4.30240e-19,2.07751e-12,0.00000e+00,2.63491e-01,7.36509e-01,8.12241e-13,1.31471e-28,1.00000e-30,1.65045e-09
5.53717e-01,1.79577e-10,1.20343e+01,1.19862e+01,7.60986e-13,4.17516e-19,1.99604e-12,0.00000e+00,2.62235e-01,7.37765e-01,8.14589e-13,1.63271e-28,1.00000e-30,1.64992e-09
5.67640e-01,1.81375e-10,1.19157e+01,1.18669e+01,7.31444e-13,4.05167e-19,1.91776e-12,0.00000e+00,2.60986e-01,7.39014e-01,8.17102e-13,2.03295e-28,1.00000e-30,1.64937e-09
5.81846e-01,1.83190e-10,1.17984e+01,1.17488e+01,7.03049e-13,3.93180e-19,1.84252e-12,0.00000e+00,2.59742e-01,7.40258e-01,8.19783e-13,2.53802e-28,1.00000e-30,1.64882e-09
5.96343e-01,1.85025e-10,1.16821e+01,1.16318e+01,6.75757e-13,3.81546e-19,1.77023e-12,0.00000e+00,2.58505e-01,7.41495e-01,8.22635e-13,3.17707e-28,1.00000e-30,1.64826e-09
6.11134e-01,1.86878e-10,1.15671e+01,1.15160e+01,6.49524e-13,3.70253e-19,1.70075e-12,0.00000e+00,2.57275e-01,7.42725e-01,8.25663e-13,3.98781e-28,1.00000e-30,1.64768e-09
6.26228e-01,1.88749e-10,1.14532e+01,1.14013e+01,6.24310e-13,3.59292e-19,1.63399e-12,0.00000e+00,2.56051e-01,7.43949e-01,8.28871e-13,5.01912e-28,1.00000e-30,1.64710e-09
6.41630e-01,1.90641e-10,1.13403e+01,1.12877e+01,6.00074e-13,3.48653e-19,1.56983e-12,0.00000e+00,2.54835e-01,7.45165e-01,8.32263e-13,6.33461e-28,1.00000e-30,1.64650e-09
6.57346e-01,1.92551e-10,1.12287e+01,1.11752e+01,5.76780e-13,3.38327e-19,1.50818e-12,0.00000e+00,2.53625e-01,7.46375e-01,8.35842e-13,8.01723e-28,1.00000e-30,1.64589e-09
6.73383e-01,1.94481e-10,1.11181e+01,1.10638e+01,5.54390e-13,3.28305e-19,1.44894e-12,0.00000e+00,2.52422e-01,7.47578e-01,8.39615e-13,1.01754e-27,1.00000e-30,1.64527e-09
6.89747e-01,1.96431e-10,1.10086e+01,1.09535e+01,5.32869e-13,3.18577e-19,1.39201e-12,0.00000e+00,2.51226e-01,7.48774e-01,8.43585e-13,1.29514e-27,1.00000e-30,1.64464e-09
7.06447e-01,1.98401e-10,1.09001e+01,1.08442e+01,5.12183e-13,3.09135e-19,1.33730e-12,0.00000e+00,2.50038e-01,7.49962e-01,8.47757e-13,1.65322e-27,1.00000e-30,1.64399e-09
7.23487e-01,2.00391e-10,1.07928e+01,1.07360e+01,4.92301e-13,2.99970e-19,1.28473e-12,0.00000e+00,2.48857e-01,7.51143e-01,8.52137e-13,2.11645e-27,1.00000e-30,1.64334e-09
7.40877e-01,2.02402e-10,1.06865e+01,1.06289e+01,4.73191e-13,2.91075e-19,1.23422e-12,0.00000e+00,2.47684e-01,7.52316e-01,8.56729e-13,2.71743e-27,1.00000e-30,1.64267e-09
7.58622e-01,2.04434e-10,1.05812e+01,1.05228e+01,4.54822e-13,2.82442e-19,1.18568e-12,0.00000e+00,2.46519e-01,7.53481e-01,8.61540e-13,3.49944e-27,1.00000e-30,1.64199e-09
7.76731e-01,2.06486e-10,1.04770e+01,1.04178e+01,4.37167e-13,2.74063e-19,1.13903e-12,0.00000e+00,2.45361e-01,7.54639e-01,8.66576e-13,4.52001e-27,1.00000e-30,1.64129e-09
7.95210e-01,2.08559e-10,1.03738e+01,1.03137e+01,4.20197e-13,2.65930e-19,1.09421e-12,0.00000e+00,2.44211e-01,7.55789e-01,8.71841e-13,5.85592e-27,1.00000e-30,1.64058e-09
8.14069e-01,2.10654e-10,1.02716e+01,1.02107e+01,4.03886e-13,2.58036e-19,1.05114e-12,0.00000e+00,2.43069e-01,7.56931e-01,8.77344e-13,7.60990e-27,1.00000e-30,1.63986e-09
8.33314e-01,2.12771e-10,1.01705e+01,1.01087e+01,3.88208e-13,2.50374e-19,1.00976e-12,0.00000e+00,2.41936e-01,7.58064e-01,8.83089e-13,9.91984e-27,1.00000e-30,1.63913e-09
8.52954e-01,2.14909e-10,1.00703e+01,1.00077e+01,3.73138e-13,2.42938e-19,9.69991e-13,0.00000e+00,2.40811e-01,7.59189e-01,8.89085e-13,1.29714e-26,1.00000e-30,1.63838e-09
8.72997e-01,2.17070e-10,9.97112e+00,9.90761e+00,3.58654e-13,2.35721e-19,9.31779e-13,0.00000e+00,2.39694e-01,7.60306e-01,8.95339e-13,1.70146e-26,1.00000e-30,1.63761e-09
8.93451e-01,2.19253e-10,9.87292e+00,9.80853e+00,3.44732e-13,2.28716e-19,8.95062e-13,0.00000e+00,2.38585e-01,7.61415e-01,9.01857e-13,2.23862e-26,1.00000e-30,1.63684e-09
9.14326e-01,2.21458e-10,9.77568e+00,9.71041e+00,3.31351e-13,2.21917e-19,8.59782e-13,0.00000e+00,2.37485e-01,7.62515e-01,9.08648e-13,2.95504e-26,1.00000e-30,1.63604e-09
9.35630e-01,2.23686e-10,9.67941e+00,9.61325e+00,3.18489e-13,2.15318e-19,8.25882e-13,0.00000e+00,2.36394e-01,7.63606e-01,9.15719e-13,3.91398e-26,1.00000e-30,1.63524e-09
9.57373e-01,2.25938e-10,9.58408e+00,9.51702e+00,3.06126e-13,2.08914e-19,7.93308e-13,0.00000e+00,2.35312e-01,7.64688e-01,9.23080e-13,5.20145e-26,1.00000e-30,1.63442e-09
9.79562e-01,2.28213e-10,9.48969e+00,9.42173e+00,2.94244e-13,2.02698e-19,7.62010e-13,0.00000e+00,2.34238e-01,7.65762e-01,9.30740e-13,6.93505e-26,1.00000e-30,1.63358e-09
1.00221e+00,2.30511e-10,9.39623e+00,9.32737e+00,2.82822e-13,1.96665e-19,7.31937e-13,0.00000e+00,2.33173e-01,7.66827e-01,9.38707e-13,9.27696e-26,1.00000e-30,1.63272e-09
1.02532e+00,2.32834e-10,9.30369e+00,9.23391e+00,2.71844e-13,1.90810e-19,7.03041e-13,0.00000e+00,2.32117e-01,7.67883e-01,9.46991e-13,1.24518e-25,1.00000e-30,1.63185e-09
1.04891e+00,2.35180e-10,9.21206e+00,9.14137e+00,2.61292e-13,1.85127e-19,6.75277e-13,0.00000e+00,2.31070e-01,7.68930e-01,9.55603e-13,1.67707e-25,1.00000e-30,1.63097e-09
1.07299e+00,2.37551e-10,9.12134e+00,9.04972e+00,2.51150e-13,1.79612e-19,6.48601e-13,0.00000e+00,2.30032e-01,7.69968e-01,9.64552e-13,2.26661e-25,1.00000e-30,1.63007e-09
1.09756e+00,2.39947e-10,9.03151e+00,8.95895e+00,2.41402e-13,1.74259e-19,6.22969e-13,0.00000e+00,2.29004e-01,7.70996e-01,9.73851e-13,3.07409e-25,1.00000e-30,1.62915e-09
1.12264e+00,2.42368e-10,8.94256e+00,8.86907e+00,2.32032e-13,1.69064e-19,5.98342e-13,0.00000e+00,2.27984e-01,7.72016e-01,9.83510e-13,4.18390e-25,1.00000e-30,1.62821e-09
1.14824e+00,2.44814e-10,8.85449e+00,8.78005e+00,2.23026e-13,1.64022e-19,5.74680e-13,0.00000e+00,2.26974e-01,7.73026e-01,9.93542e-13,5.71467e-25,1.00000e-30,1.62726e-09
1.17437e+00,2.47286e-10,8.76729e+00,8.69190e+00,2.14369e-13,1.59128e-19,5.51946e-13,0.00000e+00,2.25973e-01,7.74027e-01,1.00396e-12,7.83363e-25,1.00000e-30,1.62629e-09
1.20103e+00,2.49783e-10,8.68095e+00,8.60460e+00,2.06048e-13,1.54379e-19,5.30102e-13,0.00000e+00,2.24982e-01,7.75018e-01,1.01477e-12,1.07773e-24,1.00000e-30,1.62530e-09
1.22825e+00,2.52307e-10,8.59546e+00,8.51814e+00,1.98051e-13,1.49770e-19,5.09116e-13,0.00000e+00,2.24000e-01,7.76000e-01,1.02600e-12,1.48816e-24,1.00000e-30,1.62429e-09
1.25604e+00,2.54857e-10,8.51082e+00,8.43252e+00,1.90364e-13,1.45297e-19,4.88953e-13,0.00000e+00,2.23027e-01,7.76973e-01,1.03766e-12,2.06251e-24,1.00000e-30,1.62326e-09
1.28440e+00,2.57434e-10,8.42700e+00,8.34772e+00,1.82975e-13,1.40955e-19,4.69580e-13,0.00000e+00,2.22064e-01,7.77936e-01,1.04975e-12,2.86921e-24,1.00000e-30,1.62222e-09
1.31334e+00,2.60038e-10,8.34401e+00,8.26375e+00,1.75873e-13,1.36742e-19,4.50968e-13,0.00000e+00,2.21110e-01,7.78890e-01,1.06231e-12,4.00651e-24,1.00000e-30,1.62115e-09
1.34289e+00,2.62670e-10,8.26184e+00,8.18058e+00,1.69047e-13,1.32653e-19,4.33087e-13,0.00000e+00,2.20167e-01,7.79833e-01,1.07533e-12,5.61590e-24,1.00000e-30,1.62007e-09
1.37306e+00,2.65329e-10,8.18048e+00,8.09822e+00,1.62486e-13,1.28685e-19,4.15907e-13,0.00000e+00,2.19232e-01,7.80768e-01,1.08885e-12,7.90199e-24,1.00000e-30,1.61896e-09
1.40384e+00,2.68017e-10,8.09993e+00,8.01665e+00,1.56179e-13,1.24834e-19,3.99402e-13,0.00000e+00,2.18307e-01,7.81693e-01,1.10288e-12,1.11617e-23,1.00000e-30,1.61784e-09
1.43527e+00,2.70732e-10,8.02016e+00,7.93587e+00,1.50118e-13,1.21096e-19,3.83545e-13,0.00000e+00,2.17392e-01,7.82608e-01,1.11744e-12,1.58275e-23,1.00000e-30,1.61669e-09
1.46736e+00,2.73477e-10,7.94118e+00,7.85587e+00,1.44291e-13,1.17469e-19,3.68311e-13,0.00000e+00,2.16487e-01,7.83513e-01,1.13255e-12,2.25316e-23,1.00000e-30,1.61552e-09
1.50011e+00,2.76250e-10,7.86298e+00,7.77664e+00,1.38691e-13,1.13949e-19,3.53676e-13,0.00000e+00,2.15591e-01,7.84409e-01,1.14822e-12,3.22014e-23,1.00000e-30,1.61434e-09
1.53354e+00,2.79053e-10,7.78555e+00,7.69818e+00,1.33308e-13,1.10533e-19,3.39616e-13,0.00000e+00,2.14705e-01,7.85295e-01,1.16449e-12,4.62021e-23,1.00000e-30,1.61313e-09
1.56768e+00,2.81886e-10,7.70889e+00,7.62046e+00,1.28135e-13,1.07217e-19,3.26109e-13,0.00000e+00,2.13829e-01,7.86171e-01,1.18137e-12,6.65505e-23,1.00000e-30,1.61189e-09
1.60252e+00,2.84748e-10,7.63298e+00,7.54350e+00,1.23162e-13,1.04000e-19,3.13133e-13,0.00000e+00,2.12962e-01,7.87038e-01,1.19889e-12,9.62343e-23,1.00000e-30,1.61064e-09
1.63809e+00,2.87642e-10,7.55782e+00,7.46728e+00,1.18382e-13,1.00878e-19,3.00668e-13,0.00000e+00,2.12105e-01,7.87895e-01,1.21708e-12,1.39693e-22,1.00000e-30,1.60936e-09
1.67441e+00,2.90566e-10,7.48339e+00,7.39179e+00,1.13787e-13,9.78481e-20,2.88693e-13,0.00000e+00,2.11258e-01,7.88742e-01,1.23595e-12,2.03537e-22,1.00000e-30,1.60806e-09
1.71148e+00,2.93521e-10,7.40971e+00,7.31703e+00,1.09371e-13,9.49078e-20,2.77189e-13,0.00000e+00,2.10421e-01,7.89579e-01,1.25554e-12,2.97629e-22,1.00000e-30,1.60674e-09
1.74924e+00,2.96500e-10,7.33692e+00,7.24316e+00,1.05137e-13,9.20612e-20,2.66165e-13,0.00000e+00,2.09595e-01,7.90405e-01,1.27583e-12,4.36333e-22,1.00000e-30,1.60539e-09
1.78725e+00,2.99469e-10,7.26585e+00,7.17103e+00,1.01122e-13,8.93367e-20,2.55719e-13,0.00000e+00,2.08790e-01,7.91210e-01,1.29659e-12,6.38565e-22,1.00000e-30,1.60405e-09
1.82543e+00,3.02423e-10,7.19656e+00,7.10067e+00,9.73191e-14,8.67318e-20,2.45830e-13,0.00000e+00,2.08007e-01,7.91993e-01,1.31780e-12,9.32019e-22,1.00000e-30,1.60269e-09
1.86389e+00,3.05370e-10,7.12878e+00,7.03184e+00,9.37045e-14,8.42329e-20,2.36436e-13,0.00000e+00,2.07243e-01,7.92757e-01,1.33951e-12,1.35640e-21,1.00000e-30,1.60134e-09
1.90278e+00,3.08322e-10,7.06223e+00,6.96424e+00,9.02542e-14,8.18258e-20,2.27474e-13,0.00000e+00,2.06494e-01,7.93506e-01,1.36183e-12,1.96877e-21,1.00000e-30,1.59997e-09
1.94221e+00,3.11286e-10,6.99668e+00,6.89764e+00,8.69498e-14,7.94997e-20,2.18896e-13,0.00000e+00,2.05758e-01,7.94242e-01,1.38483e-12,2.85033e-21,1.00000e-30,1.59858e-09
1.98229e+00,3.14270e-10,6.93196e+00,6.83186e+00,8.37768e-14,7.72459e-20,2.10665e-13,0.00000e+00,2.05033e-01,7.94967e-01,1.40859e-12,4.11560e-21,1.00000e-30,1.59718e-09
2.02315e+00,3.17284e-10,6.86784e+00,6.76668e+00,8.07200e-14,7.50553e-20,2.02740e-13,0.00000e+00,2.04316e-01,7.95684e-01,1.43322e-12,5.92509e-21,1.00000e-30,1.59575e-09
2.06501e+00,3.20341e-10,6.80405e+00,6.70181e+00,7.77625e-14,7.29166e-20,1.95077e-13,0.00000e+00,2.03605e-01,7.96395e-01,1.45887e-12,8.50324e-21,1.00000e-30,1.59430e-09
2.10812e+00,3.23460e-10,6.74023e+00,6.63690e+00,7.48858e-14,7.08175e-20,1.87629e-13,0.00000e+00,2.02896e-01,7.97104e-01,1.48574e-12,1.21626e-20,1.00000e-30,1.59280e-09
2.15282e+00,3.26663e-10,6.67598e+00,6.57154e+00,7.20709e-14,6.87448e-20,1.80345e-13,0.00000e+00,2.02183e-01,7.97817e-01,1.51408e-12,1.73362e-20,1.00000e-30,1.59126e-09
2.19954e+00,3.29977e-10,6.61083e+00,6.50524e+00,6.92985e-14,6.66843e-20,1.73177e-13,0.00000e+00,2.01463e-01,7.98537e-01,1.54424e-12,2.46212e-20,1.00000e-30,1.58965e-09
2.24767e+00,3.33356e-10,6.54574e+00,6.43898e+00,6.66094e-14,6.46666e-20,1.66229e-13,0.00000e+00,2.00746e-01,7.99254e-01,1.57587e-12,3.45811e-20,1.00000e-30,1.58800e-09
2.29682e+00,3.36772e-10,6.48130e+00,6.37336e+00,6.40246e-14,6.27089e-20,1.59555e-13,0.00000e+00,2.00038e-01,7.99962e-01,1.60877e-12,4.78051e-20,1.00000e-30,1.58632e-09
2.34702e+00,3.40226e-10,6.41748e+00,6.30837e+00,6.15402e-14,6.08092e-20,1.53146e-13,0.00000e+00,1.99340e-01,8.00660e-01,1.64300e-12,6.49557e-20,1.00000e-30,1.58460e-09
2.39828e+00,3.43717e-10,6.35430e+00,6.24399e+00,5.91522e-14,5.89659e-20,1.46990e-13,0.00000e+00,1.98651e-01,8.01349e-01,1.67863e-12,8.66839e-20,1.00000e-30,1.58286e-09
2.45062e+00,3.47246e-10,6.29174e+00,6.18024e+00,5.68569e-14,5.71773e-20,1.41078e-13,0.00000e+00,1.97971e-01,8.02029e-01,1.71572e-12,1.13612e-19,1.00000e-30,1.58109e-09
2.50409e+00,3.50813e-10,6.22980e+00,6.11709e+00,5.46507e-14,5.54419e-20,1.35399e-13,0.00000e+00,1.97300e-01,8.02700e-01,1.75433e-12,1.46325e-19,1.00000e-30,1.57929e-09
2.55868e+00,3.54420e-10,6.16847e+00,6.05454e+00,5.25301e-14,5.37580e-20,1.29946e-13,0.00000e+00,1.96639e-01,8.03361e-01,1.79454e-12,1.85371e-19,1.00000e-30,1.57746e-09
2.61445e+00,3.58066e-10,6.10774e+00,5.99260e+00,5.04918e-14,5.21241e-20,1.24709e-13,0.00000e+00,1.95986e-01,8.04014e-01,1.83642e-12,2.31277e-19,1.00000e-30,1.57559e-09
2.67140e+00,3.61753e-10,6.04761e+00,5.93124e+00,4.85326e-14,5.05389e-20,1.19679e-13,0.00000e+00,1.95343e-01,8.04657e-01,1.88007e-12,2.84573e-19,1.00000e-30,1.57370e-09
2.72957e+00,3.65480e-10,5.98807e+00,5.87047e+00,4.66495e-14,4.90007e-20,1.14849e-13,0.00000e+00,1.94708e-01,8.05292e-01,1.92555e-12,3.45818e-19,1.00000e-30,1.57177e-09
2.78898e+00,3.69248e-10,5.92912e+00,5.81028e+00,4.48395e-14,4.75084e-20,1.10211e-13,0.00000e+00,1.94083e-01,8.05917e-01,1.97297e-12,4.15638e-19,1.00000e-30,1.56980e-09
2.84967e+00,3.73058e-10,5.87075e+00,5.75066e+00,4.30997e-14,4.60604e-20,1.05757e-13,0.00000e+00,1.93466e-01,8.06534e-01,2.02242e-12,4.94749e-19,1.00000e-30,1.56781e-09
2.91166e+00,3.76910e-10,5.81296e+00,5.69161e+00,4.14274e-14,4.46555e-20,1.01479e-13,0.00000e+00,1.92858e-01,8.07142e-01,2.07400e-12,5.83997e-19,1.00000e-30,1.56578e-09
2.97497e+00,3.80804e-10,5.75573e+00,5.63312e+00,3.98201e-14,4.32925e-20,9.73720e-14,0.00000e+00,1.92259e-01,8.07741e-01,2.12783e-12,6.84379e-19,1.00000e-30,1.56371e-09
3.03965e+00,3.84742e-10,5.69907e+00,5.57519e+00,3.82751e-14,4.19701e-20,9.34279e-14,0.00000e+00,1.91669e-01,8.08331e-01,2.18400e-12,7.97073e-19,1.00000e-30,1.56162e-09
3.10572e+00,3.88724e-10,5.64297e+00,5.51781e+00,3.67901e-14,4.06871e-20,8.96406e-14,0.00000e+00,1.91087e-01,8.08913e-01,2.24265e-12,9.23469e-19,1.00000e-30,1.55948e-09
3.17321e+00,3.92750e-10,5.58742e+00,5.46098e+00,3.53627e-14,3.94424e-20,8.60041e-14,0.00000e+00,1.90513e-01,8.09487e-01,2.30391e-12,1.06520e-18,1.00000e-30,1.55731e-09
3.24215e+00,3.96821e-10,5.53242e+00,5.40468e+00,3.39907e-14,3.82348e-20,8.25123e-14,0.00000e+00,1.89948e-01,8.10052e-01,2.36790e-12,1.22418e-18,1.00000e-30,1.55510e-09
3.31259e+00,4.00937e-10,5.47796e+00,5.34893e+00,3.26720e-14,3.70632e-20,7.91596e-14,0.00000e+00,1.89392e-01,8.10608e-01,2.43478e-12,1.40263e-18,1.00000e-30,1.55286e-09
3.38455e+00,4.05100e-10,5.42404e+00,5.29370e+00,3.14044e-14,3.59266e-20,7.59405e-14,0.00000e+00,1.88843e-01,8.11157e-01,2.50470e-12,1.60314e-18,1.00000e-30,1.55058e-09
3.45806e+00,4.09309e-10,5.37065e+00,5.23899e+00,3.01861e-14,3.48239e-20,7.28498e-14,0.00000e+00,1.88303e-01,8.11697e-01,2.57782e-12,1.82873e-18,1.00000e-30,1.54826e-09
3.53317e+00,4.13566e-10,5.31778e+00,5.18481e+00,2.90150e-14,3.37542e-20,6.98824e-14,0.00000e+00,1.87771e-01,8.12229e-01,2.65431e-12,2.08290e-18,1.00000e-30,1.54590e-09
3.60991e+00,4.17871e-10,5.26544e+00,5.13114e+00,2.78894e-14,3.27165e-20,6.70335e-14,0.00000e+00,1.87247e-01,8.12753e-01,2.73436e-12,2.36971e-18,1.00000e-30,1.54351e-09
3.68831e+00,4.22224e-10,5.21361e+00,5.07797e+00,2.68074e-14,3.17098e-20,6.42983e-14,0.00000e+00,1.86731e-01,8.13269e-01,2.81817e-12,2.69388e-18,1.00000e-30,1.54107e-09
3.76842e+00,4.26627e-10,5.16230e+00,5.02532e+00,2.57675e-14,3.07332e-20,6.16725e-14,0.00000e+00,1.86223e-01,8.13777e-01,2.90594e-12,3.06092e-18,1.00000e-30,1.53860e-09
3.85028e+00,4.31080e-10,5.11149e+00,4.97316e+00,2.47679e-14,2.97859e-20,5.91516e-14,0.00000e+00,1.85723e-01,8.14277e-01,2.99790e-12,3.47722e-18,1.00000e-30,1.53608e-09
3.93392e+00,4.35583e-10,5.06118e+00,4.92149e+00,2.38070e-14,2.88669e-20,5.67316e-14,0.00000e+00,1.85230e-01,8.14770e-01,3.09427e-12,3.95026e-18,1.00000e-30,1.53353e-09
4.01939e+00,4.40137e-10,5.01136e+00,4.87032e+00,2.28835e-14,2.79755e-20,5.44085e-14,0.00000e+00,1.84745e-01,8.15255e-01,3.19532e-12,4.48875e-18,1.00000e-30,1.53093e-09
4.10673e+00,4.44744e-10,4.96204e+00,4.81963e+00,2.19958e-14,2.71108e-20,5.21785e-14,0.00000e+00,1.84267e-01,8.15733e-01,3.30131e-12,5.10291e-18,1.00000e-30,1.52830e-09
4.19598e+00,4.49403e-10,4.91320e+00,4.76942e+00,2.11426e-14,2.62720e-20,5.00378e-14,0.00000e+00,1.83797e-01,8.16203e-01,3.41253e-12,5.80468e-18,1.00000e-30,1.52562e-09
4.28719e+00,4.54115e-10,4.86485e+00,4.71968e+00,2.03225e-14,2.54584e-20,4.79830e-14,0.00000e+00,1.83334e-01,8.16666e-01,3.52929e-12,6.60812e-18,1.00000e-30,1.52289e-09
4.38041e+00,4.58882e-10,4.81697e+00,4.67041e+00,1.95342e-14,2.46692e-20,4.60107e-14,0.00000e+00,1.82879e-01,8.17121e-01,3.65190e-12,7.52974e-18,1.00000e-30,1.52013e-09
4.47567e+00,4.63703e-10,4.76956e+00,4.62161e+00,1.87765e-14,2.39038e-20,4.41176e-14,0.00000e+00,1.82430e-01,8.17570e-01,3.78072e-12,8.58898e-18,1.00000e-30,1.51732e-09
4.57304e+00,4.68580e-10,4.72262e+00,4.57328e+00,1.80482e-14,2.31613e-20,4.23006e-14,0.00000e+00,1.81989e-01,8.18011e-01,3.91612e-12,9.80883e-18,1.00000e-30,1.51447e-09
4.67255e+00,4.73514e-10,4.67615e+00,4.52539e+00,1.73481e-14,2.24412e-20,4.05567e-14,0.00000e+00,1.81555e-01,8.18445e-01,4.05850e-12,1.12164e-17,1.00000e-30,1.51157e-09
4.77426e+00,4.78504e-10,4.63013e+00,4.47796e+00,1.66752e-14,2.17428e-20,3.88830e-14,0.00000e+00,1.81127e-01,8.18873e-01,4.20828e-12,1.28440e-17,1.00000e-30,1.50863e-09
4.87823e+00,4.83553e-10,4.58456e+00,4.43098e+00,1.60285e-14,2.10654e-20,3.72767e-14,0.00000e+00,1.80706e-01,8.19294e-01,4.36592e-12,1.47297e-17,1.00000e-30,1.50564e-09
4.98450e+00,4.88660e-10,4.53945e+00,4.38444e+00,1.54068e-14,2.04084e-20,3.57351e-14,0.00000e+00,1.80292e-01,8.19708e-01,4.53190e-12,1.69190e-17,1.00000e-30,1.50261e-09
5.09313e+00,4.93826e-10,4.49478e+00,4.33834e+00,1.48092e-14,1.97712e-20,3.42557e-14,0.00000e+00,1.79885e-01,8.20115e-01,4.70675e-12,1.94661e-17,1.00000e-30,1.49953e-09
5.20417e+00,4.99053e-10,4.45055e+00,4.29268e+00,1.42349e-14,1.91533e-20,3.28360e-14,0.00000e+00,1.79484e-01,8.20516e-01,4.89103e-12,2.24356e-17,1.00000e-30,1.49641e-09
5.31769e+00,5.04342e-10,4.40675e+00,4.24744e+00,1.36828e-14,1.85540e-20,3.14737e-14,0.00000e+00,1.79090e-01,8.20910e-01,5.08533e-12,2.59050e-17,1.00000e-30,1.49323e-09
5.43374e+00,5.09692e-10,4.36339e+00,4.20263e+00,1.31521e-14,1.79728e-20,3.01664e-14,0.00000e+00,1.78701e-01,8.21299e-01,5.29030e-12,2.99671e-17,1.00000e-30,1.49002e-09
5.55238e+00,5.15105e-10,4.32045e+00,4.15825e+00,1.26420e-14,1.74092e-20,2.89121e-14,0.00000e+00,1.78319e-01,8.21681e-01,5.50664e-12,3.47334e-17,1.00000e-30,1.48675e-09
5.67367e+00,5.20582e-10,4.27794e+00,4.11428e+00,1.21518e-14,1.68627e-20,2.77085e-14,0.00000e+00,1.77943e-01,8.22057e-01,5.73507e-12,4.03382e-17,1.00000e-30,1.48343e-09
5.79769e+00,5.26124e-10,4.23585e+00,4.07073e+00,1.16805e-14,1.63327e-20,2.65537e-14,0.00000e+00,1.77573e-01,8.22427e-01,5.97641e-12,4.69436e-17,1.00000e-30,1.48007e-09
5.92449e+00,5.31731e-10,4.19417e+00,4.02758e+00,1.12275e-14,1.58187e-20,2.54458e-14,0.00000e+00,1.77209e-01,8.22791e-01,6.23150e-12,5.47454e-17,1.00000e-30,1.47665e-09
6.05414e+00,5.37405e-10,4.15290e+00,3.98485e+00,1.07921e-14,1.53203e-20,2.43828e-14,0.00000e+00,1.76851e-01,8.23149e-01,6.50126e-12,6.39811e-17,1.00000e-30,1.47319e-09
6.18671e+00,5.43147e-10,4.11204e+00,3.94251e+00,1.03736e-14,1.48371e-20,2.33630e-14,0.00000e+00,1.76499e-01,8.23501e-01,6.78670e-12,7.49389e-17,1.00000e-30,1.46968e-09
6.32228e+00,5.48956e-10,4.07159e+00,3.90058e+00,9.97135e-15,1.43686e-20,2.23847e-14,0.00000e+00,1.76152e-01,8.23848e-01,7.08887e-12,8.79697e-17,1.00000e-30,1.46612e-09
6.46090e+00,5.54836e-10,4.03153e+00,3.85903e+00,9.58468e-15,1.39142e-20,2.14463e-14,0.00000e+00,1.75810e-01,8.24190e-01,7.40893e-12,1.03501e-16,1.00000e-30,1.46250e-09
6.60267e+00,5.60786e-10,3.99186e+00,3.81788e+00,9.21302e-15,1.34737e-20,2.05460e-14,0.00000e+00,1.75474e-01,8.24526e-01,7.74812e-12,1.22057e-16,1.00000e-30,1.45884e-09
6.74765e+00,5.66807e-10,3.95259e+00,3.77712e+00,8.85577e-15,1.30467e-20,1.96825e-14,0.00000e+00,1.75143e-01,8.24857e-01,8.10778e-12,1.44278e-16,1.00000e-30,1.45513e-09
6.89592e+00,5.72900e-10,3.91370e+00,3.73674e+00,8.51239e-15,1.26326e-20,1.88542e-14,0.00000e+00,1.74818e-01,8.25182e-01,8.48934e-12,1.70951e-16,1.00000e-30,1.45136e-09
7.04757e+00,5.79068e-10,3.87520e+00,3.69674e+00,8.18232e-15,1.22311e-20,1.80598e-14,0.00000e+00,1.74497e-01,8.25503e-01,8.89438e-12,2.03045e-16,1.00000e-30,1.44754e-09
7.20267e+00,5.85309e-10,3.83708e+00,3.65712e+00,7.86506e-15,1.18420e-20,1.72979e-14,0.00000e+00,1.74182e-01,8.25818e-01,9.32458e-12,2.41756e-16,1.00000e-30,1.44367e-09
7.36131e+00,5.91627e-10,3.79933e+00,3.61786e+00,7.56011e-15,1.14647e-20,1.65671e-14,0.00000e+00,1.73871e-01,8.26129e-01,9.78176e-12,2.88560e-16,1.00000e-30,1.43975e-09
7.52359e+00,5.98021e-10,3.76196e+00,3.57898e+00,7.26698e-15,1.10989e-20,1.58663e-14,0.00000e+00,1.73566e-01,8.26434e-01,1.02679e-11,3.45291e-16,1.00000e-30,1.43577e-09
7.68958e+00,6.04493e-10,3.72495e+00,3.54047e+00,6.98523e-15,1.07443e-20,1.51943e-14,0.00000e+00,1.73265e-01,8.26735e-01,1.07851e-11,4.14225e-16,1.00000e-30,1.43174e-09
